book_title,book_author,book_translator,book_pub_date,book_isbn
"JavaScript+jQuery 정복 : 보고, 이해하고, 바로 쓰는 자바스크립트 공략집",김상형 ,,2014-10-17,9788968481321
누워서 읽는 알고리즘: 프로그래밍 상상력을 키워주는 알고리즘 이야기,임백준 ,,2015-10-16,9788968482274
나는 프로그래머다,임백준외 6명 ,,2004-03-16,8979142749
만들면서 배우는 모던 웹사이트 디자인,야무(지훈) ,,2014-03-17,9788968480904
"안드로이드 프로그래밍 정복 4판, 2권",김상형 ,,2016-01-22,9788968482533
Head First HTML with CSS & XHTML : 웹2.0 시대의 웹 표준 학습법,"에릭 프리먼 , 엘리자베스 프리먼 ",,2006-05-28,8979144105
"모던 웹을 위한 JavaScript + jQuery 입문(개정판) : 자바스크립트에서 제이쿼리, 제이쿼리 모바일까지 한 권으로 끝낸다",윤인성 ,,2013-09-03,9788968480423
"IT CookBook, C++ 트레이닝",김상형 ,,2018-03-25,9791156643906
만들면서 배우는 모던 웹사이트 제작,야무(지훈) ,,2015-04-20,9788968481871
"IT CookBook, C 언어 트레이닝",김상형 ,,2017-12-04,9791156643609
"팟캐스트 나는 프로그래머다: 뉴욕, 서울, 도쿄 개발자의 촌철살인 IT 이야기","임백준 , 정도현 , 김호광 ",,2015-10-19,9788968482281
파이썬 정복,김상형 ,,2018-04-02,9791162240540
"IT CookBook, 엑셀과 파워포인트 2013 개정판",강동진 외 4 ,,2015-04-10,9791156641773
The Art of Computer Programming 1: 기초 알고리즘(개정 3판),도널드 커누스(Donald E. Knuth) ,,2006-09-28,9788979144307
누워서 읽는 퍼즐북 : 뉴욕의 프로그래머 임백준의 퍼즐이야기,임백준 ,,2010-01-15,9788979147193
"(꼬마해커의 작업실, 수프) 스크래치 알고리즘 : 초등학생도 볼 수 있는 가장 쉬운 알고리즘",김종훈 ,,2014-11-12,9788968481390
The Art of Computer Programming 2: 준수치적 알고리즘(개정 3판),도널드 커누스(Donald E. Knuth) ,,2007-09-14,9788979144840
프로그래머의 리더십,정영훈 ,,2015-01-05,9788968481512
"Blog2Book, 아는 만큼 보이는 데이터베이스 설계와 구축",이춘식 ,,2008-07-04,9788979145571
폴리글랏 프로그래밍 : 새로운 자바 언어를 기다리는 히치하이커를 위한 안내서,임백준 ,,2014-03-18,9788968480867
행복한 프로그래밍(개정판),임백준 ,,2016-11-18,9788968484704
The Art of Computer Programming 4A 컴퓨터 프로그래밍의 예술: 조합적 알고리즘 1부,도널드 커누스(Donald E. Knuth) ,,2013-08-19,9788968480287
"안드로이드 프로그래밍 정복 4판, 1권",김상형 ,,2016-01-22,9788968482526
"IT CookBook, C++ 프로그래밍 기초 : 객체지향의 시작","성윤정 , 김태은 ",,2014-03-12,9791156641049
Hello Coding 파이썬,윤인성 ,,2018-01-02,9791162240274
임백준의 아카 시작하기 : Akka 개념 잡기,임백준 ,,2015-10-29,9788968487897
프로그래머로 사는 법: 프로그래머의 길을 걸어가는 당신을 위한 안내서,샘 라이트스톤 ,,2012-10-17,9788979149623
프로그래머 첫걸음,코리 알트호프 ,,2018-01-02,9791162240380
"IT CookBook, 파워포인트 2013 : 기본 기능부터 프레젠테이션 스킬까지 한번에!","채종서 , 차유빈 ",,2014-12-17,9791156641377
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV1. 모두를 위한 파이썬 기초",크리스 로피 ,,2015-08-26,9788968482168
The Art of Computer Programming 3: 정렬과 검색(개정 2판),도널드 커누스(Donald E. Knuth)) ,,2008-01-01,9788979145496
"IT CookBook, C C++로 배우는 자료구조론",주우석 ,,2015-02-24,9791156641780
팟캐스트 나는 프로그래머다 2탄,"임백준 , 정도현 , 김호광 ",,2016-06-23,9788968482908
"(10대를 위한 프로그래밍 노트, 수프) 프로그래밍 비타민 : 컴퓨팅 사고력을 키우는 22가지 이야기",김종훈 ,,2015-07-28,9788968482106
"IT CookBook for Beginner, C++ 기초","신호철 , 조인현 ",,2013-08-13,9788998756475
브루스 테이트의 세븐 랭귀지 : 프로그래머라면 알아야 할 미래를 품은 7가지 언어,브루스 테이트 ,,2015-04-27,9788968481857
SQL 레벨업 : DB 성능 최적화를 위한 SQL 실전 가이드,미크 ,,2016-01-22,9788968482519
프로그래밍은 상상이다,임백준 ,,2008-09-01,9788979145946
"Head First Python, 개정판",폴 배리 ,,2017-12-04,9791162240281
이것이 C++이다,최호성 ,,2016-01-19,9788968482465
"(10대를 위한 프로그래밍 노트, 수프) 앱 인벤터: 나만의 앱 만들기! 구글과 MIT 기술로 배우는 컴퓨팅 사고력",김종훈 ,,2016-01-14,9788968482342
Hello Coding 프로그래밍,Pope Kim ,,2018-01-02,9791162240342
파이썬으로 배우는 프로그래밍 기초,크리스 로피 ,,2016-08-18,9788968484940
"IT CookBook, C로 배우는 쉬운 자료구조(개정판)",이지영 ,,2013-07-28,9788998756383
"IT CookBook, 자바로 배우는 쉬운 자료구조",이지영 ,,2013-07-02,9788998756420
위닝 프레젠테이션 : 프레젠테이션 전문 코치가 1:1로 가르쳐주는 30가지 비밀,채종서 ,,2014-03-27,9788968480898
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV4. 파이썬 프로그래밍 아트",크리스 로피 ,,2016-09-28,9788968484797
"IT CookBook, C C++ 프로그래밍 : 프로그래밍 기초와 객체지향",김동근 ,,2013-03-12,9788998756086
"IT CookBook, OpenGL로 배우는 3차원 컴퓨터 그래픽스",주우석 ,,2013-08-18,9788998756505
나의 첫 파이썬,에릭 마테스 ,,2017-05-01,9788968483561
자바스크립트 자료구조와 알고리즘 : 구조적이고 효율적인 자바스크립트 프로그래밍 기법 익히기,마이클 맥밀런 ,,2014-08-28,9788968481222
Hello Coding 그림으로 개념을 이해하는 알고리즘,아디트야 바르가바 ,,2017-04-01,9788968483547
"IT CookBook, 전공자를 위한 C 언어 프로그래밍",주우석 ,,2018-12-14,9791156643708
뇌를 자극하는 C# 5.0 프로그래밍,박상현 ,,2014-08-19,9788968481161
Head First SQL : 효율적인 DB 관리를 위한 SQL 학습법,린 베일리 ,,2008-05-28,9788979145601
"IT CookBook, C로 배우는 쉬운 자료구조(개정3판)",이지영 ,,2016-07-28,9791156642695
인포그래픽 프레젠테이션 : 보는 순간 착 달라붙는 인포그래픽 제작 비법 68,곽승원 ,,2014-01-02,9788968480751
당신의 프레젠테이션이 항상 그 모양인 이유,전철웅 ,,2011-05-28,9788979147803
slide:ology - 위대한 프레젠테이션을 만드는 예술과 과학,낸시 두아르떼(Nancy Duarte) ,,2010-03-08,9788979147308
SQL 첫걸음: 하루 30분 36강으로 배우는 완전 초보의 SQL 따라잡기,아사이 아츠시 ,,2015-10-26,9788968482311
"IT CookBook, 컴퓨터 비전",오일석 ,,2014-07-01,9791156641216
"Blog2Book, 프로젝트 관리자PM를 위한 프로젝트 관리 이야기",신진현 ,,2015-02-27,9788968481048
"IT CookBook, 디지털 영상처리 입문 : 오감을 자극하는 3차원 입체 학습","신종홍 , 장선봉 , 지인호 ",,2015-02-16,9791156641766
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV2. 본격 파이썬 입문",크리스 로피 ,,2015-08-26,9788968482175
Head First PHP & MySQL: 효과적이고 생동감 넘치는 웹 애플리케이션 만들기,"린 베일리 , 마이클 모리슨 공저 ",,2010-05-07,9788979147391
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV3. 제대로 된 파이썬 앱 만들기",크리스 로피 ,,2015-11-06,9788968482335
"IT CookBook, 파워포인트 2013 for Beginner",최희식 ,,2014-10-28,9791156641285
나의 첫 파이썬(2판),에릭 마테스 ,,2020-07-01,9791162243060
"(꼬마해커의 작업실, 수프) 스크래치 : 창의력과 문제해결능력 향상을 위한 첫걸음","김종훈 , 양영훈 ",,2014-03-20,9788968480829
"IT CookBook, 쉽게 배우는 알고리즘 : 관계 중심의 사고법",문병로 ,,2013-07-02,9788998756406
자바스크립트 성능 최적화: High Performance JavaScript,니콜라스 자카스 ,,2011-09-15,9788979148558
컨설턴트가 알려주는 보고서 작성의 기술 with 파워포인트,홍장표 ,,2015-07-17,9788968481925
기계 학습,오일석 ,,2017-12-05,9791156641582
"Head First PMP : 체계적인 프로젝트 관리를 위한 국제 공인 학습법 (개정3판, PMBOK® 지침서 5판 시험대비용)","제니퍼 그린 , 앤드류 스텔만 ",,2014-09-12,9788968481154
누구나 할 수 있는 인포그래픽 with 파워포인트,곽승원(꽉군) ,,2015-11-27,9788968482434
알고리즘 문제 풀이 전략,"조중필 , 한현상 , 이주호 ",,2016-06-01,9788968482700
뇌를 자극하는 PHP 프로그래밍,조명진 ,,2009-07-21,9788979146585
"IT CookBook, 영상을 이용한 디지털 신호처리 : 실제적인 사례와 응용","엄민영 , 김성제 ",,2014-01-28,9788998756857
"IT CookBook, 컴퓨터 구조와 원리 2.0 : 비주얼 컴퓨터 아키텍처",신종홍 ,,2013-08-21,9788998756314
임백준의 대살개문,임백준 ,,2016-04-28,9788968482748
"IT CookBook, 초보자의 첫 번째 워드 2010",최희식 ,,2014-02-19,9788998756987
스크래치를 활용한 문제해결능력 향상,김종훈 ,,2016-02-19,9788968482625
드림팀의 악몽: 산으로 가는 팀 프로젝트를 바로잡는 애자일 코칭법,포샤 텅 ,,2014-05-16,9788968480973
파워포인트 블루스,김용석 ,,2009-05-21,9788979146653
"IT CookBook, 쉽게 배우는 알고리즘(개정판)",문병로 ,,2018-01-20,9791156643753
보고서 작성 실무 강의,홍장표 ,,2019-10-30,9791162242254
"IT CookBook, 워드 2013 for Beginner",최희식 ,,2014-10-28,9791156641384
"IT CookBook, 쉽게 배우는 유전 알고리즘 : 진화적 접근법",문병로 ,,2014-09-02,9791156641353
"IT CookBook, 인터넷 윤리","최희식 , 김상균 ",,2016-08-26,9791156642503
PMP 바이블 : PMP 자격증 취득의 길로 안내하는 가장 확실한 지침서 (전2권 세트),"강정배 , 서정훈 , 이지현 , 박주진 ",,2015-01-07,9788968481604
"IT CookBook, PHP 프로그래밍 for Beginner","박대혁 , 강의선 ",,2009-07-08,9788979146318
"Head First Agile : 개념부터 시험 대비까지, 가장 애자일다운 안내서","앤드류 스텔만 , 제니퍼 그린 ",,2019-08-01,9791162242018
"Modern PHP: 네임스페이스, 트레이트, 클로저부터 모범 사례와 최신 도구까지",조시 록하트 ,,2015-10-15,9788968482250
"IT CookBook, 초보자의 첫 번째 워드 2007",최희식 ,,2009-11-05,9788979146998
회사에서 바로 통하는 엑셀+파워포인트+워드 2010,"전미진 , 이화진 , 신면철 ",,2011-08-22,9788979148534
"IT CookBook, 소프트웨어 세상을 여는 컴퓨터 과학",김종훈 ,,2018-01-26,9791156643814
"Blog2Book, 프로젝트 성패를 결정짓는 데이터 모델링 이야기",김상래 ,,2015-09-17,9788968482212
"IT CookBook, PHP 프로그래밍 입문(개정판)",황재호 ,,2013-05-28,9788998756208
창의적인 문제 해결 능력을 키워주는 IT 퍼즐,"김종훈 , 김병수 , 김태훈 , 양영훈 , 오정철 , 현동림 ",,2017-08-01,9788968488634
"IT CookBook, 컴퓨터 아키텍처 : 컴퓨터 구조 및 동작 원리",우종정 ,,2014-08-11,9791156641322
대학생을 위한 파이썬 프로그래밍 : 누구나 할 수 있는 가장 쉬운 프로그래밍 입문서,크리스 로피 ,,2016-01-26,9788968482540
맥 사용자를 위한 엑셀+파워포인트+워드 2016 : Office for Mac,장경호 ,,2016-02-26,9788968482595
"최고의 아빠가 알려주는 1등 코딩, 스크래치 3.0",김종훈 ,,2019-09-10,9791162242100
공학과 경영,김상균 ,,2016-07-07,9791156642626
"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행","성윤정 , 김태은 ",,2013-06-19,9788998756215
뇌를 자극하는 C++ 프로그래밍,이현창 ,,2006-07-06,8979144199
"IT CookBook, 기본 개념과 핵심 원리로 배우는 C++ 프로그래밍",김화수 ,,2017-12-22,9791156643647
대학생을 위한 스크래치 프로그래밍 : 누구나 할 수 있는 가장 쉬운 프로그래밍 입문서,김종훈 ,,2016-01-26,9788968482557
"IT CookBook, 디지털 신호 처리 : 기본 이론부터 MATLAB 실습까지",이철희 ,,2013-07-31,9788998756307
"Introduction To Algorithms, Third Edition","토머스 코멘 , 찰스 레이서손 , 로날드 리베스트 , 클리포드 스타인 ",,2014-07-10,9791156641131
Hello Coding HTML5+CSS3,황재호 ,,2018-03-02,9791162240502
처음 시작하는 파이썬: 파이썬 패키지를 활용한 모던 컴퓨팅 입문,빌 루바노빅 ,,2015-12-04,9788968482397
"IT CookBook, HTML & CSS for Beginner",황재호 ,,2016-11-10,9791156642794
PHP 보안: 몇 줄의 코드로 안전하게,크리스 쉬플릿 ,,2006-03-07,8979143877
"IT CookBook, 쉽게 배우는 자바 프로그래밍",우종정 ,,2017-08-02,9791156643296
"IT CookBook, 컴퓨터 사이언스(개정판) : 새내기를 위한 최신 컴퓨터 개론","이동명 , 권오현 , 고정국 ",,2015-12-28,9791156642428
"IT CookBook, 임베디드 리눅스 기초와 응용","우종정 , 사공준 ",,2017-01-24,9791156643135
키노트 6.x 프레젠테이션 : 키노트 사용자를 위한 기본+활용법,윤춘근 ,,2014-06-20,9788968481123
도와주세요! 맥북이 생겼어요 : Mac OS X Yosemite 요세미티,김경범 ,,2014-11-28,9788968481338
"IT CookBook, 핵심이 보이는 신호 및 시스템 : 기본 이론부터 MATLAB 실습까지",이철희 ,,2015-01-09,9791156641469
맥 쓰는 사람들과 함께하는 Mac OS X 바이블,고래돌이(김상우) ,,2015-01-27,9788968481628
창의적 공학설계(개정판),김은경 ,,2016-01-08,9791156642381
"IT CookBook, 기초 신호 및 시스템",이철희 ,,2016-07-18,9791156642657
뇌를 자극하는 C++ STL,공동환 ,,2012-04-26,9788979149135
The Nature of Software Development,론 제프리스 ,,2016-12-31,9788968484650
"IT CookBook, GOOD JAVA : 프로그래밍을 시작하는 사람들을 위한",우재남 ,,2016-02-16,9791156642442
모던 웹을 위한 JavaScript + jQuery 입문(3판),윤인성 ,,2017-05-01,9788968483554
"IT CookBook, JUST JAVA : 객체지향에 충실한 자바다운 자바",황희정 ,,2015-10-26,9791156642015
인터랙티브 웹디자인북: 웹디자이너를 위한 HTML5+CSS3+jQuery 사용설명서,최성일 ,,2015-04-27,9788968481895
처음 시작하는 파이썬(2판),빌 루바노빅 ,,2020-08-24,9791162243336
키노트 프레젠테이션(키노트 사용자를 위한 기본+활용법),윤춘근 ,,2011-11-21,9788979148787
"IT CookBook, 우분투 리눅스 : 시스템 & 네트워크",이종원 ,,2014-07-03,9791156641209
"IT CookBook, 통신시스템의 기초 : Fundamentals of Communications Systems",마이클 피츠 ,,2009-03-09,9788979146554
"IT CookBook, 리눅스 프로그래밍 기초 : 시스템 호출, 라이브러리 함수별 실습","최태영 , 황준하 , 고재필 , 윤현주 , 김용호 ",,2015-08-17,9791156641964
"IT CookBook, 컴퓨터 개론 : 쉽게 배우는 컴퓨터 기본 원리","김종훈 , 김종진 ",,2013-03-12,9788998756055
"IT CookBook, 페도라 리눅스 : 시스템 & 네트워크",이종원 ,,2014-01-02,9788998756659
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 2권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",,2013-10-17,9788968480393
맥 쓰는 사람들과 함께하는 macOS 시에라,고래돌이 ,,2017-02-15,9788968484582
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(5판)","우재남 , 박길식 ",,2020-01-08,9791156644804
설계 프로세스로 배우는 창의적 공학설계,노승환 ,,2014-06-27,9791156641094
"IT CookBook, 자바 프로그래밍 기초 : 원리부터 응용까지",고응남 ,,2008-12-15,9788979146523
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 1권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",,2013-10-17,9788968480386
인터랙티브 디벨로퍼: 구글 엔지니어의 포트폴리오,김종민 ,,2015-07-24,9788968481840
이것이 리눅스다 (개정판) with RedHat CentOS 8,우재남 ,,2020-04-10,9791162242605
"IT CookBook, 프로젝트로 배우는 자바 웹 프로그래밍",황희정 ,,2014-01-09,9788998756680
우분투 환경에서 C 언어로 배우는 리눅스 프로그래밍,이이오 준 ,,2012-09-24,9788979149531
이것이 MySQL이다(개정판),우재남 ,,2020-05-10,9791162242780
"IT CookBook, 원리로 이해하는 통신이론 : Analog & Digital Communications",한동석 ,,2015-01-01,9791156641445
사전처럼 바로 찾아 쓰는 자바7 : 기본부터 심화까지 해결하는 문제 해결의 길잡이,조시 주노 외 3인 ,,2013-10-28,9788968480546
리눅스 시스템 프로그래밍(개정2판) : 커널과 C 라이브러리로 풀어가는(리눅스 3.x 최신 커널 기반),로버트 러브 ,,2014-12-26,9788968481482
전문가를 위한 C++(개정4판),마크 그레고리 ,,2019-08-20,9791162242087
Head First Python : 머리에 쏙쏙 들어오는 파이썬 안내서(수정판),폴 베리 ,,2016-03-28,9788968482724
"IT CookBook, 디지털 시스템 설계 및 실습 with VHDL & Verilog HDL",노승환 ,,2017-01-02,9791156642992
전문가를 위한 C++(개정3판),마크 그레고리 ,,2016-11-04,9788968484858
"리눅스 커널의 이해, 개정 3판","다니엘 보베이 , 마르코 체사티 ",,2006-09-28,8979144326
"IT CookBook, 디지털 통신 시스템 : Digital Communication Systems","정호영 , 임승각 ",,2011-01-31,9788979147988
"IT CookBook, 4차 산업혁명 시대의 정보통신개론",고응남 ,,2020-01-06,9791156644767
"jQuery 최고의 교과서 : 디자이너, 퍼블리셔, 개발자를 위한 처음 시작하는 제이쿼리",주식회사 시프트브레인 ,,2015-01-28,9788968481574
"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조","김종훈 , 김종진 ",,2013-07-02,9788998756437
이것이 MySQL이다,우재남 ,,2016-06-10,9788968482793
자바7 NIO.2: 파일&네트워크 프로그래밍,앵겔 레너드 ,,2012-06-28,9788979149319
"IT CookBook, ASP.NET 4.0 프로그래밍",김동아 ,,2014-02-19,9791156641025
유닉스 리눅스 명령어 사전(개정판),"우종경 , 박종오 ",,2010-11-25,9788979147933
"유닉스 리눅스 프로그래밍 필수 유틸리티(개정판) : vim make, gcc, gdb, svn, binutils, autoconf, autotools",백창우 ,,2010-08-01,9788979147599
UNIX V6로 배우는 커널의 원리와 구조 : 고전으로 익히는 운영체제,아오야기 타카히로 ,,2014-05-28,9788968480966
"IT EXPERT, 리눅스 커널 프로그래밍",한동훈 ,,2007-01-02,8979144601
"IT CookBook, VHDL을 이용한 FPGA 디지털 설계 : 실습부터 응용까지",노승환 ,,2014-01-28,9788998756833
"IT CookBook, New 정보통신개론 : 기본 이론부터 사물인터넷 개념까지",고응남 ,,2015-07-03,9791156641957
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(4판)","우재남 , 박길식 ",,2019-01-08,9791156644385
easy LTE : 초보 기술자를 위한 이동통신 가이드북,이상근 ,,2015-07-10,9791156641834
Head First jQuery: 자바스크립트를 몰라도 배울 수 있는 제이쿼리,"라이언 베네디티 , 로넌 크랜리 ",,2012-05-24,9788979149203
"IT CookBook, 처음 만나는 디지털 논리회로","임석구 , 홍경호 ",,2016-07-25,9791156642633
"MySQL Troubleshooting : 쿼리 문제, 원인을 알면 해결은 쉽다",스베타 스머노바(Sveta Smirnova) ,,2013-02-07,9788979149999
"자바스크립트 웹 애플리케이션 : 제이쿼리, Node.js, 웹소켓, 스파인, 백본, 자바스크립트MVC",알렉스 맥카우 ,,2012-06-18,9788979149258
"IT CookBook, 디지털 공학 : 논리회로의 설계 원리","김대정 , 모현선 ",,2013-12-02,9788998756765
뇌를 자극하는 ASP.NET 2.0 프로그래밍,이시환 ,,2006-07-06,8979144083
"IT CookBook, 컴파일러의 이해 : 내공 있는 프로그래머로 길러주는",박두순 ,,2016-01-02,9791156642411
"IT CookBook, 유닉스 시스템 프로그래밍",이종원 ,,2010-01-12,9788979147155
"IT CookBook, 확률과 랜덤 과정",정호영 ,,2018-01-15,9791156643791
jQuery Mobile(개정판),존 라이드 ,,2012-01-19,9788979149067
"IT CookBook, 최신 이동통신 입문 : Mobile Communications",Jochen H. Schiller ,,2016-01-04,9791156642084
"IT EXPERT, ASP.NET 2.0 웹 프로젝트와 실전 프로그래밍",조성진 ,,2006-07-03,8979144180
"IT CookBook, 네트워크 개론(개정판) : 쉽게 배우는 네트워크의 기본 원리",진혜진 ,,2014-01-07,9788998756734
"IT CookBook, 기초전자실험(개정판) : with PSpice",홍순관 ,,2016-06-10,9791156642589
"IT CookBook, 디지털 실험 : with PSpice",홍순관 ,,2013-12-31,9788998756772
프로그래밍 스칼라,"딘 왐플러 , 알렉스 페인 ",,2016-06-01,9788968482755
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크",박기현 ,,2013-09-15,9788998756611
"IT CookBook, 기초 전기전자 에센스","모현선 , 장성용 , 홍익표 ",,2016-12-31,9791156642978
컴파일러 구조와 원리,아오키 미네로우 ,,2010-09-06,9788979147681
"IT CookBook, VHDL을 이용한 디지털 회로 입문","나미키 히데아키 , 나가이 다카미치 ",,2009-05-30,9788979146714
"IT CookBook, 리눅스 실습 for Beginner",우재남 ,,2020-01-06,9791156644705
"IT CookBook, 단계별로 따라하며 배우는 디지털 공학 실험","이승호 , 민경옥 ",,2013-08-21,9788998756499
기초 확률과 통계 : BASIC PROBABILITY & STATISTICS,박대수 ,,2013-08-21,9788998756543
"IT CookBook, 컴파일러의 이해 : 내공 있는 프로그래머로 길러주는 (증보판)",박두순 ,,2020-02-20,9791156644835
"IT CookBook, 유닉스 이론과 실습(개정판)","윤소정 , 이종원 ",,2013-07-28,9788998756512
안드로이드의 모든 것 NDK: C/C++을 이용한 안드로이드 앱 개발 방법,"고현철 , 전호철 ",,2012-09-17,9788979149593
이산수학 : tool 중심으로 이해하는 새로운 시각,박두순 ,,2019-01-31,9791156644033
"IT CookBook, New 인터넷 이해와 활용",김경신 ,,2014-01-09,9788998756703
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크 (개정판)",박기현 ,,2016-12-26,9791156643043
"IT CookBook, 기초 회로이론(개정판) : 선형회로해석의 기본 원리",최윤식 ,,2014-07-22,9791156641292
만들면서 배우는 인터프리터: 컴파일러 이론으로 만드는 나만의 스크립트 언어,하야시 하루히코 ,,2012-10-12,9788979149043
누구나 쉽게 배우는 스칼라,고락윤 ,,2016-05-01,9788968488221
"IT CookBook, 원리로 이해하는 마이크로파 공학",홍익표 ,,2015-07-10,9791156641896
Head First JavaScript : 대화형 웹 애플리케이션의 시작,마이클 모리슨 ,,2008-07-01,9788979145823
"IT CookBook, 네트워크 개론(3판)",진혜진 ,,2019-07-05,9791156644521
창의융합 프로젝트 아이디어북 : Creative Convergence Capstone Design with PBL,조준동 ,,2015-06-10,9791156641858
클라이언트-서버 웹 앱 만들기: 자바와 자바스크립트로 배우는 모던 웹 앱 개발,캐지미어 새터노스 ,,2014-10-17,9788968481345
만들면서 배우는 안드로이드 게임 프로그래밍(개정판),황동윤 ,,2013-06-20,9788968480249
이공계생을 위한 확률과 통계 : Forward-Looking Probability and Statistics,안승철 ,,2014-07-10,9791156641223
"IT CookBook, 인터넷 이해와 활용 : 인터넷 기초부터 홈페이지 제작까지(개정2판)","안치현 , 김형철 ",,2014-03-12,9791156641056
"IT CookBook, 전기전자공학 개론(개정 5판)",Stan Gibilisco ,,2013-02-11,9788998756017
풀스택 개발자를 위한 MEAN 스택 입문,"애덤 브레츠 , 콜린 J. 이릭 ",,2015-08-27,9788968482182
"IT CookBook, 초보자의 첫 번째 컴퓨터와 인터넷 활용",최희식 ,,2009-11-05,9788979147001
"Blog2Book, 프로그래머가 몰랐던 멀티코어 CPU 이야기",김민장 ,,2010-05-20,9788979147407
"IT CookBook, RF 및 초고주파 공학",카이 창(Kai Chang) ,,2014-03-12,9791156641063
"IT CookBook, 회로이론 : Circuits","Fawwaz T. Ulaby , Michel M. Maharbiz ",,2014-07-22,9791156641193
IT EXPERT 윈도우 시스템 프로그램을 구현하는 기술,이호동 ,,2015-03-28,9788968481789
"하이브리드 앱을 구현하는 기술 : HTML5, 자바스크립트, 코도바(폰갭)로 만드는 안드로이드와 iOS 앱 개발","구보타 미츠노리 , 아시알 주식회사 ",,2015-02-17,9788968481680
초보자를 위한 안드로이드 스튜디오 : Hello World부터 채팅 앱과 벽돌깨기 게임까지,마츠오카 겐지 ,,2016-01-22,9788968482564
"모던 웹을 위한 Node.js 프로그래밍(개정판) : 페이스북, 월마트, 링크드인이 선택한 자바스크립트 + 노드제이에스 서버 프로그래밍",윤인성 ,,2013-09-03,9788968480430
"IT CookBook, 기초 회로이론(개정 2판)",최윤식 ,,2017-12-28,9791156643715
easy LED : 초보자를 위한 LED 가이드북,홍순관 ,,2017-01-02,9791156643005
뇌를 자극하는 윈도우즈 시스템 프로그래밍,윤성우 ,,2007-03-28,9788979144611
"MongoDB 몽고디비 완벽 가이드 : 페이스북, 트위터가 선택한 NoSQL의 진수를 만나다! (개정2판)",크리스티나 초도로우 ,,2014-04-24,9788968480959
"IT CookBook, 웹 기획 기초와 설계(개정판) : 웹 사이트, 인터페이스, 디자인",강은정 ,,2013-09-15,9788998756604
"IT CookBook, 최신 컴퓨터 구조","임석구 , 홍경호 ",,2019-08-17,9791156644569
"IT CookBook, 전기전자공학 개론(개정 6판)","Stan Gibilisco , Simon Monk ",,2017-11-30,9791156643661
"IT CookBook, C 언어로 배우는 8051 마이크로프로세서",임석구 ,,2014-07-28,9791156641278
"IT CookBook, 처음 만나는 회로이론",방성완 ,,2016-01-12,9791156642350
"IT CookBook, 디지털 논리회로 실험 : 120개의 기본 실험과 12개의 텀 프로젝트","임석구 , 홍경호 ",,2014-01-08,9788998756758
이것이 안드로이드다,박성근 ,,2014-08-25,9788968481178
리버스 엔지니어링 1권(파일 구조 편),이호동 ,,2016-09-28,9788968484872
리버스 엔지니어링 2권(디버거 편),이호동 ,,2017-03-01,9788968484810
"IT CookBook, 기초전자실험 : with PSpice",홍순관 ,,2013-03-19,9788998756123
"IT CookBook, New 데이터통신과 네트워킹 : 차세대 통신을 위한 밑그림",강문식 ,,2014-11-27,9791156641421
HBase 완벽 가이드: 하둡 환경에서 실시간 빅데이터 랜덤 엑세스를 제공하는 클라우드 NoSQL,라스 조지 ,,2013-01-26,9788979148381
유닉스 리눅스 셸 스크립트 예제 사전,오스미 유스케 ,,2015-08-27,9788968482137
누구나 쉽게 스칼라+플레이,고락윤 ,,2016-11-01,9788968484728
MongoDB 활용 가이드: 스케일링과 50가지 팁,크리스티나 초도로우 ,,2011-12-09,9788979148862
멀티 디바이스 UX 디자인 : 사물인터넷 생태계 경험을 지배하는 3가지 핵심 원리,미할 레빈 ,,2014-11-12,9788968481307
Designing Web Navigation : 사용자 경험 최적화를 위한 웹 내비게이션 설계 원칙,제임스 콜백 ,,2008-03-01,9788979145588
정유진의 웹 2.0 기획론: 강력한 웹 2.0 서비스를 만드는 13개의 키워드,정유진 ,,2006-12-15,8979144555
맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2020,"김덕영 , 심수진 , 윤성우 , 이수정 ",,2020-02-05,9791162242599
"IT CookBook, 디지털 논리회로(개정3판) : 이론, 실습, 시뮬레이션","임석구 , 홍경호 ",,2015-07-07,9791156641889
"IT CookBook, 디지털 논리회로(개정판) : 이론, 실습, 시뮬레이션","임석구 , 홍경호 ",,2013-03-20,9788998756147
MATLAB으로 배우는 공학 수치해석(개정판),방성완 ,,2018-07-20,9791156643999
"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",이상설 ,,2013-07-02,9788998756376
MongoDB 완벽 가이드 : NoSQL의 진수를 만나다!,"크리스티나 초도로우 , 마이클 디롤프 ",,2011-05-19,9788979148251
